Date,Close-Stock-1,Close-Stock-2,Close-Stock-3,Close-Stock-4,Close-Stock-5
2010-09-07,2199.1,1880.9,2423.05,2122.45,2390.5
2010-09-08,2187.45,1855.1,2393.4,2082.0,2322.7
2010-09-09,2218.25,1853.05,2326.65,2143.0,2307.6
2010-09-13,2267.35,1855.1,2308.2,2346.35,2495.25
2010-09-14,2334.2,1855.1,2410.65,2400.6,2515.55
2010-09-15,2375.45,1880.9,2424.35,2400.6,2559.15
2010-09-16,2398.45,1907.4,2375.95,2424.35,2559.15
2010-09-17,2395.3,1919.0,2372.6,2424.35,2559.15
2010-09-20,2450.4,1919.0,2400.6,2470.75,2559.15
2010-09-21,2470.75,1946.3,2349.3,2470.75,2559.15
2010-09-22,2470.75,1946.3,2269.45,2500.75,2559.15
2010-09-23,2442.85,1947.65,2238.25,2433.55,2559.15
2010-09-24,2470.75,2002.75,2315.7,2416.15,2559.15
2010-09-27,2442.85,2002.85,2297.9,2470.75,2545.3
2010-09-28,2424.35,2002.85,2254.3,2423.05,2559.15
2010-09-29,2442.85,1963.9,2264.2,2395.85,2559.15
2010-09-30,2470.75,1973.15,2117.55,2423.05,2559.15
2010-10-01,2470.75,2002.75,2117.55,2515.55,2545.3
2010-10-04,2500.75,2002.75,2109.35,2545.3,2545.3
2010-10-05,2489.1,1946.3,2082.0,2545.3,2545.3
2010-10-06,2433.55,1946.3,2122.45,2545.3,2559.15
2010-10-07,2433.55,1950.7,2164.2,2545.3,2545.3
2010-10-08,2388.5,1950.7,2122.45,2532.2,2545.3
2010-10-11,2388.5,1950.7,2100.6,2532.2,2559.15
2010-10-12,2345.55,1904.4,2082.0,2532.2,2545.3
2010-10-13,2416.15,1946.3,2082.0,2559.15,2545.3
2010-10-14,2424.35,1963.9,2205.3,2545.3,2559.15
2010-10-15,2389.2,1950.7,2126.9,2532.2,2559.15
2010-10-18,2380.3,1919.0,2109.35,2424.35,2559.15
2010-10-19,2398.45,1904.4,2114.8,2515.55,2559.15
2010-10-20,2326.65,1904.4,1991.7,2470.75,2545.3
2010-10-21,2343.0,1907.4,2022.3,2470.75,2559.15
2010-10-22,2322.7,1937.3,2015.85,2515.55,2545.3
2010-10-25,2303.6,1919.0,1998.85,2545.3,2545.3
2010-10-26,2297.9,1919.0,2002.85,2532.2,2545.3
2010-10-27,2264.2,1904.4,1853.05,2446.2,2545.3
2010-10-28,2264.2,1919.0,2047.3,2380.3,2559.15
2010-10-29,2235.65,1919.0,2100.6,2495.25,2545.3
2010-11-01,2334.2,1950.7,2122.45,2559.15,2545.3
2010-11-02,2359.85,1950.7,2267.35,2559.15,2545.3
2010-11-03,2354.75,1973.15,2162.9,2559.15,2545.3
2010-11-04,2390.5,1963.9,2114.1,2545.3,2545.3
2010-11-05,2386.25,1976.05,2134.25,2545.3,2545.3
2010-11-08,2351.65,1976.05,2187.45,2559.15,2559.15
2010-11-09,2385.85,1963.9,2173.15,2559.15,2545.3
2010-11-10,2386.25,1976.05,2238.25,2545.3,2545.3
2010-11-11,2362.25,1963.9,2050.9,2545.3,2545.3
2010-11-12,2322.7,1947.65,2050.9,2545.3,2545.3
2010-11-15,2345.55,1937.3,2072.55,2559.15,2545.3
2010-11-16,2345.55,1904.4,2073.15,2559.15,2559.15
2010-11-18,2340.35,1919.0,2047.85,2559.15,2515.55
2010-11-19,2297.9,1950.7,2033.05,2545.3,2398.45
2010-11-22,2349.3,1946.3,2047.85,2559.15,2489.35
2010-11-23,2349.3,1950.7,2015.85,2559.15,2446.2
2010-11-24,2322.7,1947.65,2015.85,2515.55,2470.75
2010-11-25,2305.15,1919.0,1885.7,2515.55,2218.25
2010-11-26,2299.0,1919.0,1885.7,2489.1,2117.55
2010-11-29,2297.9,1885.7,1964.0,2559.15,2131.7
2010-11-30,2285.4,1919.0,1998.85,2559.15,2231.3
2010-12-01,2333.75,1950.7,2114.8,2559.15,2433.55
2010-12-02,2398.45,1950.7,2114.8,2559.15,2559.15
2010-12-03,2390.5,1919.0,2082.0,2545.3,2442.85
2010-12-06,2389.2,1907.4,2095.15,2559.15,2416.15
2010-12-07,2367.05,1919.0,2122.45,2442.85,2084.3
2010-12-08,2280.45,1919.0,2114.8,2391.75,1885.7
2010-12-09,2220.45,1885.7,2047.3,2315.7,1916.15
2010-12-10,2193.15,1907.4,2086.1,2385.85,2002.75
2010-12-13,2214.75,1885.7,2100.6,2450.4,2049.55
2010-12-14,2238.25,1905.6,2164.2,2470.75,2002.75
2010-12-15,2162.9,1885.7,2154.45,2323.05,2002.75
2010-12-16,2200.8,1885.7,2122.45,2311.8,2015.85
2010-12-20,2187.45,1885.7,2231.3,2388.5,1950.7
2010-12-21,2181.5,1885.7,2446.2,2515.55,2049.45
2010-12-22,2178.8,1885.7,2559.15,2532.2,2082.0
2010-12-23,2193.95,1885.7,2515.55,2532.2,2082.0
2010-12-24,2181.5,1904.4,2501.25,2470.75,2086.1
2010-12-27,2196.6,1907.4,2386.25,2532.2,2082.0
2010-12-28,2231.3,1964.0,2322.7,2433.55,1998.75
2010-12-29,2303.65,1950.7,2372.6,2500.75,2022.3
2010-12-30,2297.9,1946.3,2326.65,2559.15,2090.7
2010-12-31,2346.35,1946.3,2416.15,2545.3,2192.25
2011-01-03,2376.5,1945.7,2470.75,2545.3,2240.2
2011-01-04,2351.65,1976.05,2386.25,2442.85,2239.0
2011-01-05,2305.5,2002.75,2416.15,2280.45,2121.05
2011-01-06,2307.6,2002.85,2395.85,2206.05,2086.1
2011-01-07,2269.45,1963.9,2304.7,2218.25,1950.7
2011-01-10,2162.9,1919.0,2205.3,2049.45,1919.0
2011-01-11,2146.6,1919.0,2047.85,2049.45,1916.15
2011-01-12,2205.3,1904.4,2164.2,2185.6,2015.85
2011-01-13,2146.6,1950.7,2190.95,2126.9,1904.4
2011-01-14,2049.55,1919.0,2164.2,2049.45,1853.05
2011-01-17,2068.1,1919.0,2095.15,2002.85,1853.05
2011-01-18,2050.9,1947.65,2086.1,2002.85,1916.15
2011-01-19,2109.35,1963.9,2095.15,2086.1,1950.7
2011-01-20,2050.9,1950.7,2082.0,2047.85,1919.0
2011-01-21,2109.35,1919.0,2086.1,2193.15,1964.0
2011-01-24,2084.3,1904.4,2039.6,2315.7,2049.45
2011-01-25,2084.3,1905.6,1976.05,2218.25,2049.55
2011-01-27,2050.9,1919.0,1963.9,2049.55,2049.45
2011-01-28,2054.25,1919.0,1950.7,2002.75,1855.1
2011-01-31,2047.3,1855.1,1919.0,2022.3,1853.05
2011-02-01,2039.6,1853.05,1853.05,1946.3,1853.05
2011-02-02,2019.9,1853.05,1853.05,1998.85,1853.05
2011-02-03,2060.95,1853.05,1853.05,2047.85,1853.05
2011-02-04,2047.85,1853.05,1853.05,2002.85,1853.05
2011-02-07,2047.85,1853.05,1853.05,1905.6,1853.05
2011-02-08,2002.85,1853.05,1853.05,1853.05,1853.05
2011-02-09,2002.85,1853.05,1853.05,1853.05,1853.05
2011-02-10,2015.85,1853.05,1853.05,1853.05,1853.05
2011-02-11,2047.3,1853.05,1853.05,1880.9,1853.05
2011-02-14,2066.8,1853.05,1855.1,2072.55,1853.05
2011-02-15,2107.0,1853.05,1973.15,2184.65,1885.7
2011-02-16,2100.6,1853.05,1947.65,2192.25,1976.05
2011-02-17,2185.6,1853.05,1950.7,2200.8,2047.85
2011-02-18,2176.1,1853.05,1973.15,2185.6,2049.45
2011-02-21,2143.0,1853.05,1905.6,2047.85,1998.85
2011-02-22,2146.6,1853.05,1853.05,2086.1,1907.4
2011-02-23,2114.1,1853.05,1853.05,2015.85,1855.1
2011-02-24,2050.9,1853.05,1853.05,1853.05,1853.05
2011-02-25,2047.85,1853.05,1853.05,1880.9,1853.05
2011-02-28,2049.55,1880.9,1853.05,1885.7,1853.05
2011-03-01,2121.05,1950.7,1853.05,2002.75,1880.9
2011-03-03,2193.15,1946.3,1855.1,2047.3,1919.0
2011-03-04,2218.25,1950.7,1855.1,2109.35,2122.45
2011-03-07,2173.15,1919.0,1853.05,1963.9,1950.7
2011-03-08,2200.8,1950.7,1853.05,2015.85,2022.3
2011-03-09,2206.05,1950.7,1853.05,2095.15,2039.6
2011-03-10,2214.75,1907.4,1853.05,2015.85,1945.7
2011-03-11,2201.7,1950.7,1853.05,1998.85,1905.6
2011-03-14,2181.5,1950.7,1855.1,2022.3,1964.0
2011-03-15,2191.95,1919.0,1855.1,1950.7,1916.15
2011-03-16,2214.75,1937.3,1907.4,2047.85,2047.85
2011-03-17,2176.1,1919.0,1916.15,2015.85,2047.3
2011-03-18,2149.3,1919.0,1919.0,1998.75,1919.0
2011-03-21,2149.3,1907.4,1853.05,1963.9,1912.85
2011-03-22,2149.3,1907.4,1855.1,1976.05,1976.05
2011-03-23,2154.45,1904.4,1880.9,2049.45,2022.3
2011-03-24,2187.45,1950.7,1853.05,2208.4,2095.15
2011-03-25,2218.25,1973.15,1880.9,2297.25,2218.25
2011-03-28,2254.3,2002.75,1880.9,2398.45,2346.35
2011-03-29,2296.75,2002.75,1853.05,2400.6,2470.75
2011-03-30,2334.2,2002.75,1880.9,2423.05,2532.2
2011-03-31,2349.2,2022.3,1880.9,2446.2,2489.1
2011-04-01,2322.7,2015.85,1855.1,2405.75,2386.25
2011-04-04,2400.8,2047.85,1855.1,2470.75,2515.55
2011-04-05,2391.75,2047.85,1904.4,2433.55,2541.15
2011-04-06,2371.95,2015.85,1964.0,2423.05,2559.15
2011-04-07,2351.65,2015.85,1950.7,2393.4,2559.15
2011-04-08,2343.0,2047.3,1950.7,2388.5,2559.15
2011-04-11,2296.05,2052.25,1964.0,2391.75,2500.75
2011-04-13,2333.75,2052.25,1996.1,2446.2,2515.55
2011-04-15,2363.1,2084.3,1991.7,2489.1,2559.15
2011-04-18,2367.05,2126.9,1991.7,2398.45,2489.1
2011-04-19,2367.05,2086.1,1950.7,2308.2,2416.15
2011-04-20,2363.1,2109.35,1950.7,2423.05,2545.3
2011-04-21,2399.55,2094.85,1947.65,2470.75,2545.3
2011-04-25,2388.5,2094.85,2047.85,2470.75,2372.6
2011-04-26,2345.55,2109.35,2095.15,2424.35,2220.45
2011-04-27,2351.65,2114.8,2082.0,2442.85,2206.05
2011-04-28,2326.65,2121.05,2114.8,2446.2,2154.45
2011-04-29,2269.45,2084.3,2218.25,2470.75,2002.75
2011-05-02,2279.9,2114.8,2239.0,2395.85,1919.0
2011-05-03,2232.0,2073.15,2240.2,2315.7,1853.05
2011-05-04,2265.05,2052.25,2173.15,2214.75,1853.05
2011-05-05,2218.25,2047.85,2114.8,2121.05,1853.05
2011-05-06,2297.25,2015.85,2094.85,2265.05,1853.05
2011-05-09,2255.3,2047.85,2208.4,2297.9,1853.05
2011-05-10,2246.4,2054.25,2201.7,2255.3,1853.05
2011-05-11,2238.25,2072.55,2126.9,2246.4,1853.05
2011-05-12,2238.25,2038.95,2200.8,2239.0,1853.05
2011-05-13,2261.05,2047.85,2267.35,2297.25,1853.05
2011-05-16,2240.2,2073.15,2254.3,2196.6,1853.05
2011-05-17,2253.05,2066.8,2416.15,2114.1,1853.05
2011-05-18,2252.45,2095.15,2400.6,2114.1,1853.05
2011-05-19,2273.8,2107.0,2398.2,2090.7,1853.05
2011-05-20,2297.25,2052.25,2446.2,2114.1,1853.05
2011-05-23,2235.65,2090.7,2500.75,2039.6,1853.05
2011-05-24,2255.3,2086.1,2559.15,2022.3,1853.05
2011-05-25,2240.2,2066.8,2559.15,2002.85,1853.05
2011-05-26,2252.45,2073.15,2559.15,2068.1,1853.05
2011-05-27,2255.3,2095.15,2559.15,2176.1,1853.05
2011-05-30,2297.9,2086.1,2559.15,2255.3,1853.05
2011-05-31,2385.85,2126.9,2559.15,2333.75,1880.9
2011-06-01,2398.2,2122.45,2559.15,2297.9,1937.3
2011-06-02,2346.35,2205.3,2559.15,2214.75,1880.9
2011-06-03,2354.75,2131.7,2559.15,2201.7,1853.05
2011-06-06,2372.6,2114.1,2545.3,2154.45,1853.05
2011-06-07,2353.3,2114.8,2559.15,2192.25,1853.05
2011-06-08,2354.75,2149.25,2559.15,2164.2,1853.05
2011-06-09,2343.0,2134.25,2559.15,2190.95,1853.05
2011-06-10,2349.3,2126.9,2559.15,2131.7,1853.05
2011-06-13,2372.6,2094.85,2559.15,2134.25,1853.05
2011-06-14,2391.75,2114.8,2559.15,2164.2,1853.05
2011-06-15,2391.75,2122.45,2545.3,2131.7,1853.05
2011-06-16,2349.3,2134.25,2559.15,2090.7,1853.05
2011-06-17,2346.35,2114.1,2545.3,2082.0,1853.05
2011-06-20,2299.0,2050.9,2545.3,2050.9,1853.05
2011-06-21,2307.6,2054.25,2545.3,2049.45,1853.05
2011-06-22,2307.6,2047.85,2541.15,2015.85,1853.05
2011-06-23,2307.6,2050.9,2541.15,2086.1,1853.05
2011-06-24,2375.45,2122.45,2559.15,2176.1,1880.9
2011-06-27,2395.75,2122.45,2559.15,2264.2,1996.1
2011-06-28,2423.05,2114.8,2559.15,2308.2,1991.7
2011-06-29,2470.75,2187.45,2545.3,2323.05,2002.85
2011-06-30,2500.75,2206.05,2559.15,2343.0,1963.9
2011-07-01,2501.25,2206.05,2559.15,2375.95,2015.85
2011-07-04,2559.15,2178.8,2559.15,2393.4,2095.15
2011-07-05,2532.2,2149.3,2545.3,2375.95,2131.7
2011-07-06,2541.15,2143.0,2545.3,2307.6,2082.0
2011-07-07,2559.15,2193.15,2559.15,2297.25,2095.15
2011-07-08,2559.15,2206.05,2559.15,2235.65,2082.0
2011-07-11,2541.15,2208.4,2545.3,2196.6,1905.6
2011-07-12,2489.1,2208.4,2545.3,2193.95,1853.05
2011-07-13,2500.75,2218.25,2559.15,2192.25,1907.4
2011-07-14,510.85,2206.05,2559.15,2265.05,1964.0
2011-07-15,510.85,2196.6,2559.15,2239.0,1885.7
2011-07-18,510.85,2196.6,2545.3,2190.95,1853.05
2011-07-19,510.85,2231.3,2545.3,2201.7,1964.0
2011-07-20,510.85,2220.45,2545.3,2199.1,1885.7
2011-07-21,510.85,2240.2,2545.3,2151.6,1853.05
2011-07-22,510.85,2252.45,2545.3,2192.25,1916.15
2011-07-25,510.85,2220.45,2545.3,2254.75,2049.55
2011-07-26,510.85,2206.05,2559.15,2149.3,2100.6
2011-07-27,510.85,2178.8,2559.15,2109.35,2002.85
2011-07-28,501.55000000000007,2218.25,2559.15,2072.55,1996.1
2011-07-29,505.2,2264.2,2545.3,2049.45,2049.55
2011-08-01,503.1,2254.3,2545.3,2164.2,2231.3
2011-08-02,505.20000000000005,2218.25,2559.15,2082.0,2149.3
2011-08-03,502.04999999999995,2256.15,2559.15,1946.3,2002.75
